"","eda","p3","ent","sex","cs_p13_1","e_con","ur","seg_soc","hrsocup","hij5c","mh_fil2","par_c","sal_sem","exp","exp2"
"1325",59,"5222","2","2","2","5","2","2",52,"3","2","201",860,47,2209
"1326",67,"5222","4","2","3","4","2","2",35,"3","2","101",3010,52,2704
"1327",33,"5222","7","2","3","1","2","2",56,"3","2","201",2000,18,324
"1328",55,"5222","10","2","7","4","2","2",40,"3","2","101",6450,34,1156
"1329",36,"5222","10","1","7","6","2","2",36,"0","2","301",750,15,225
"1330",42,"5222","10","2","2","1","2","2",0,"3","2","201",2150,32,1024
"1331",60,"5113","11","2","2","6","2","2",18,"3","2","401",6450,48,2304
"1332",40,"5222","11","2","3","2","2","2",18,"2","2","301",1720,25,625
"1333",19,"5222","13","2","6","6","2","2",42,"1","2","408",1677,1,1
"1334",25,"2811","15","2","7","6","2","2",48,"1","3","301",6000,2,4
"1335",53,"5222","17","2","6","5","2","2",45,"2","2","201",5375,36,1296
"1336",50,"5113","17","2","3","5","2","2",36,"2","2","201",7740,35,1225
"1337",24,"5222","18","2","3","1","2","2",10,"2","2","201",750,9,81
"1338",45,"2811","18","2","6","5","2","1",0,"2","3","201",12000,27,729
"1339",43,"5222","20","2","2","2","2","2",84,"3","2","101",1700,31,961
"1340",58,"5222","22","2","3","5","2","2",30,"3","2","201",6450,43,1849
"1341",59,"5222","22","2","3","5","2","2",12,"4","2","201",2580,45,2025
"1342",41,"5222","23","2","2","5","2","2",30,"2","2","201",1000,29,841
"1343",59,"5222","24","2","2","4","2","2",14,"4","2","401",1720,47,2209
"1344",47,"2811","24","2","6","5","2","1",40,"3","3","201",10000,29,841
"1345",31,"5222","25","2","4","6","2","2",72,"2","2","301",4300,13,169
"1346",58,"5222","26","2","3","3","2","2",56,"3","1","101",2150,43,1849
"1347",23,"5222","27","1","3","6","2","2",6,"0","1","301",3354,8,64
"1348",35,"5222","31","2","3","5","2","2",15,"2","2","201",1290,20,400
"1349",55,"5113","31","2","2","5","2","2",8,"2","2","201",5160,43,1849
"1350",21,"5222","32","2","4","6","2","2",42,"1","2","301",2150,3,9
"1351",32,"5222","32","2","3","2","2","2",56,"3","2","101",6450,17,289
"1352",41,"5222","1","2","2","5","2","2",42,"2","2","201",4730,29,841
"1353",42,"5113","1","2","3","5","2","2",30,"3","2","201",5160,27,729
"1354",19,"2811","1","2","6","6","2","2",28,"1","3","301",2680,-1,1
"1355",17,"5222","1","2","4","6","2","2",15,"1","2","301",2580,0,0
"1356",47,"9722","1","1","3","5","2","1",41,"0","2","101",5590,32,1024
"1357",47,"9722","1","1","3","5","2","1",41,"0","2","101",2500,32,1024
"1358",47,"9722","1","1","2","5","2","1",72,"0","3","101",5590,36,1296
"1359",47,"9722","1","1","2","5","2","1",72,"0","3","101",2500,36,1296
"1360",20,"5222","2","2","4","6","2","2",40,"1","2","413",2150,4,16
"1361",18,"5222","2","2","4","6","2","2",4,"1","2","408",1720,0,0
"1362",48,"5222","2","2","3","5","2","2",45,"2","2","201",10750,34,1156
"1363",49,"2812","2","1","4","5","2","2",16,"0","1","101",2580,32,1024
"1364",58,"5222","2","2","3","6","2","2",56,"3","2","101",8600,43,1849
"1365",40,"5222","4","2","2","6","2","2",48,"1","2","301",1200,28,784
"1366",25,"5222","4","2","4","6","2","2",56,"1","2","301",1500,7,49
"1367",47,"5222","4","2","3","5","2","2",30,"4","2","201",3225,32,1024
"1368",20,"5222","4","2","3","6","2","2",48,"1","2","301",2580,5,25
"1369",24,"5222","4","1","7","6","2","2",84,"0","2","303",1250,3,9
"1370",34,"2811","5","2","6","5","2","2",45,"3","3","301",2150,13,169
"1371",27,"8343","5","1","3","1","2","2",60,"0","2","418",10750,12,144
"1372",60,"5222","6","2","0","2","2","2",84,"3","2","101",10750,54,2916
"1373",62,"5222","6","2","2","1","2","2",56,"4","2","201",6450,52,2704
"1374",33,"5222","6","2","2","1","2","2",24,"3","1","201",1290,21,441
"1375",40,"2812","6","2","4","3","2","1",48,"2","3","101",4900,22,484
"1376",57,"2812","7","1","3","5","2","1",54,"0","4","101",7740,42,1764
"1377",18,"5222","7","2","4","6","2","2",72,"1","2","301",2580,0,0
"1378",52,"5222","8","2","2","5","2","2",40,"3","2","201",6450,40,1600
"1379",29,"5222","8","2","3","1","2","2",40,"3","2","202",6450,15,225
"1380",40,"2811","10","2","6","6","2","1",40,"1","3","101",9500,22,484
"1381",36,"2811","10","2","6","6","2","1",36,"1","3","403",10775,18,324
"1382",18,"5222","11","2","3","6","2","2",24,"1","2","301",3440,3,9
"1383",40,"5222","11","2","2","5","2","2",50,"3","2","201",7525,28,784
"1384",29,"5222","12","2","4","6","2","2",16,"1","2","301",1290,12,144
"1385",54,"5222","13","2","3","1","2","0",0,"3","0","201",150,39,1521
"1386",54,"5222","13","2","3","1","2","2",48,"3","2","201",150,39,1521
"1387",15,"5222","13","2","3","6","2","2",6,"1","2","301",688,0,0
"1388",39,"2811","13","2","6","5","2","2",21,"2","3","201",3000,18,324
"1389",21,"5222","13","2","7","6","2","2",4,"1","2","301",3010,2,4
"1390",35,"2811","13","2","6","1","2","2",32,"2","3","301",537.5,16,256
"1391",29,"5222","13","2","2","2","2","2",84,"2","2","301",7740,17,289
"1392",45,"2811","13","2","6","2","2","1",36,"3","3","301",1500,26,676
"1393",33,"2811","14","1","6","5","2","1",48,"0","3","101",5000,15,225
"1394",20,"5222","14","2","4","6","2","2",30,"1","2","301",3440,3,9
"1395",41,"2812","14","2","6","5","2","1",40,"3","3","201",6000,21,441
"1396",54,"2812","15","2","7","5","2","2",8,"3","1","101",625,31,961
"1397",51,"8343","15","1","3","5","2","2",54,"0","2","101",7740,36,1296
"1398",25,"8343","15","1","4","5","2","2",60,"0","2","301",8600,8,64
"1399",49,"5113","15","2","3","5","2","2",16,"3","2","201",1548,34,1156
"1400",32,"8343","15","1","3","5","2","2",60,"0","2","101",10000,17,289
"1401",59,"5222","16","2","2","5","2","2",14,"3","2","201",3440,47,2209
"1402",47,"8343","17","1","4","5","2","2",54,"0","2","201",8600,29,841
"1403",61,"5222","17","2","3","6","2","2",16,"3","2","101",2150,46,2116
"1404",55,"5222","17","2","2","5","2","2",38,"3","2","201",6880,43,1849
"1405",58,"5222","18","2","3","5","2","2",30,"3","1","201",2580,43,1849
"1406",37,"5222","18","2","3","5","2","2",21,"2","2","201",3010,22,484
"1407",17,"5222","18","2","3","6","2","2",11,"1","2","301",645,3,9
"1408",55,"5222","18","2","3","5","2","2",48,"4","2","201",2580,40,1600
"1409",12,"5222","18","2","2","6","2","2",4,"1","2","301",1075,0,0
"1410",73,"5222","18","2","2","6","2","2",2,"1","2","101",430,61,3721
"1411",55,"5222","18","2","0","1","2","2",25,"2","1","201",4300,49,2401
"1412",36,"8343","18","1","7","6","2","1",48,"0","2","301",8600,14,196
"1413",31,"5222","19","2","2","1","2","2",24,"2","2","201",3225,19,361
"1414",24,"5222","19","2","3","6","2","2",48,"2","2","101",1720,9,81
"1415",20,"5222","19","2","3","1","2","2",48,"1","2","202",1720,6,36
"1416",51,"5222","19","2","2","3","2","2",30,"3","2","101",2580,39,1521
"1417",17,"5222","20","2","3","6","2","2",0,"1","2","301",800,2,4
"1418",65,"8343","20","1","2","5","2","0",0,"0","0","101",3000,53,2809
"1419",65,"8343","20","1","3","5","2","2",84,"0","2","101",3000,50,2500
"1420",39,"5222","20","2","2","4","2","2",25,"3","2","101",1720,27,729
"1421",19,"5222","20","2","4","6","2","2",24,"1","2","301",1290,1,1
"1422",41,"5222","20","2","3","5","2","2",48,"3","2","101",6450,26,676
"1423",38,"2812","20","2","7","5","2","2",30,"2","3","101",5000,15,225
"1424",20,"5222","20","2","4","6","2","2",48,"1","2","303",5160,2,4
"1425",67,"5222","20","2","2","5","2","2",45,"3","2","201",2150,55,3025
"1426",18,"5222","20","1","4","6","2","2",70,"0","2","301",1720,1,1
"1427",68,"5222","21","2","2","4","2","2",16,"4","2","101",800,61,3721
"1428",42,"5222","21","2","0","5","2","2",35,"3","2","201",4300,36,1296
"1429",57,"2812","21","1","7","5","2","2",45,"0","3","101",5590,34,1156
"1430",48,"2812","21","2","6","5","2","2",45,"2","3","201",4300,30,900
"1431",21,"5222","22","2","7","6","2","2",40,"1","2","301",6450,0,0
"1432",24,"5222","23","2","7","6","2","2",72,"1","2","301",10750,2,4
"1433",64,"5222","24","2","3","5","2","2",40,"2","2","201",500,49,2401
"1434",22,"5222","24","2","4","6","2","2",30,"1","2","301",3440,4,16
"1435",18,"5222","24","2","4","6","2","2",8,"1","2","301",1290,0,0
"1436",40,"5222","24","2","3","5","2","2",16,"2","2","201",3440,25,625
"1437",28,"5222","24","1","2","5","2","2",28,"0","2","424",6020,16,256
"1438",18,"5222","24","2","3","6","2","2",15,"1","2","301",1290,3,9
"1439",18,"5222","25","2","4","6","2","2",40,"1","2","301",6450,1,1
"1440",49,"5113","25","2","2","5","2","2",42,"2","2","201",5160,41,1681
"1441",74,"5113","25","2","2","3","2","2",5,"3","2","101",860,65,4225
"1442",19,"5222","26","2","4","6","2","2",40,"1","3","301",4300,1,1
"1443",69,"5222","26","2","2","1","2","2",40,"3","2","201",4300,57,3249
"1444",39,"5222","26","2","3","5","2","2",45,"3","1","201",1290,24,576
"1445",47,"2811","26","2","6","1","2","1",35,"3","3","201",700,30,900
"1446",15,"5222","27","2","2","6","2","2",3,"1","2","301",344,3,9
"1447",46,"5222","27","2","2","2","2","2",48,"2","2","101",2580,34,1156
"1448",18,"5222","27","2","4","6","2","2",8,"1","2","301",430,1,1
"1449",18,"5222","27","2","4","6","2","2",46,"1","2","301",3440,0,0
"1450",39,"5113","27","2","2","2","2","2",60,"2","2","301",5160,27,729
"1451",36,"5222","27","2","3","5","2","2",35,"2","2","201",700,21,441
"1452",21,"2811","27","2","7","6","2","2",21,"1","3","301",1720,0,0
"1453",49,"5222","27","2","2","2","2","2",42,"2","2","101",500,37,1369
"1454",30,"8343","27","1","4","1","2","1",54,"0","2","418",7740,12,144
"1455",56,"5222","27","2","3","5","2","2",34,"3","2","201",2580,41,1681
"1456",31,"5222","27","1","3","6","2","1",33,"0","2","301",5375,16,256
"1457",46,"5222","29","2","2","4","2","2",24,"1","2","101",1290,34,1156
"1458",58,"2811","29","2","6","5","2","1",22,"3","3","101",3500,40,1600
"1459",37,"5113","29","2","2","4","2","2",64,"2","2","101",8600,25,625
"1460",18,"5222","30","2","4","6","2","2",53,"1","2","301",5160,0,0
"1461",53,"5222","30","1","2","1","2","2",4,"0","2","101",4644,41,1681
"1462",35,"5222","30","1","4","6","2","2",63,"0","2","301",3300,17,289
"1463",18,"8343","30","1","2","6","2","2",18,"0","2","408",3612,6,36
"1464",36,"5222","30","2","4","6","2","2",15,"2","2","101",1290,18,324
"1465",45,"5222","31","2","3","2","2","2",30,"2","1","101",3440,30,900
"1466",61,"2811","31","2","6","1","2","1",40,"2","3","101",5250,43,1849
"1467",29,"5222","31","2","3","5","2","2",24,"2","2","201",3870,14,196
"1468",44,"5222","31","2","2","2","2","2",10,"3","2","301",989,32,1024
"1469",41,"5222","31","2","3","2","2","2",60,"2","2","301",4730,26,676
"1470",20,"5222","31","2","3","6","2","2",50,"1","2","301",4730,5,25
"1471",19,"5222","31","2","3","6","2","2",35,"1","2","301",4300,4,16
"1472",58,"5222","31","2","2","5","2","2",40,"3","2","201",500,49,2401
"1473",26,"2811","32","2","6","6","2","1",16,"2","3","301",1900,5,25
"1474",44,"5222","32","2","2","1","2","2",25,"4","2","201",1290,34,1156
"1475",23,"5222","32","2","3","6","2","2",70,"1","2","301",2250,8,64
