"","eda","p3","ent","sex","cs_p13_1","e_con","ur","seg_soc","hrsocup","hij5c","mh_fil2","par_c","sal_sem","exp","exp2"
"1",44,"5222","9","2","2","4","1","2",36,"3","2","101",500,32,1024
"2",43,"8343","9","1","6","5","1","2",55,"0","2","101",10750,25,625
"3",27,"9722","9","1","4","1","1","2",45,"0","1","101",6450,9,81
"4",63,"5222","9","2","7","5","1","2",25,"2","2","201",5000,42,1764
"5",50,"5222","9","2","3","6","1","2",60,"2","2","423",8000,35,1225
"6",42,"5222","9","2","6","5","1","2",20,"2","2","201",4300,24,576
"7",55,"5222","9","2","4","2","1","2",45,"2","2","101",6450,37,1369
"8",61,"5113","9","2","4","6","1","2",18,"3","2","101",6450,44,1936
"9",66,"9722","9","1","7","5","1","1",50,"0","3","101",2000,46,2116
"10",55,"9722","9","1","3","5","1","2",60,"0","3","201",6020,40,1600
"11",32,"8343","9","1","3","6","1","2",40,"0","2","301",8600,18,324
"12",24,"9722","9","1","4","6","1","1",48,"0","3","301",4300,6,36
"13",52,"5222","9","2","4","6","1","2",40,"2","2","101",3440,34,1156
"14",59,"5222","9","2","3","3","1","2",10,"2","2","401",1720,44,1936
"15",32,"5222","9","2","4","5","1","2",8,"2","2","101",1720,14,196
"16",40,"8343","9","1","3","1","1","2",42,"0","2","101",6450,25,625
"17",43,"5222","9","2","3","6","1","2",45,"1","2","601",3000,28,784
"18",61,"2812","9","2","7","5","1","1",35,"2","3","101",5000,39,1521
"19",34,"5222","9","2","3","2","1","2",30,"3","2","101",1290,19,361
"20",48,"5222","9","2","4","6","1","2",88,"2","2","601",8600,30,900
"21",14,"9722","9","1","3","6","1","2",6,"0","1","408",215,1,1
"22",12,"9722","9","1","2","6","1","2",2,"0","1","301",215,0,0
"23",49,"2812","9","2","6","3","1","1",35,"2","3","101",8000,31,961
"24",34,"5222","9","2","6","5","1","2",50,"2","2","201",7525,18,324
"25",24,"5222","9","2","3","1","1","2",60,"2","1","201",1500,9,81
"26",24,"5222","9","2","4","1","1","2",30,"2","2","201",2150,7,49
"27",36,"8343","9","1","4","1","1","2",30,"0","2","201",6450,19,361
"28",34,"2811","9","2","6","5","1","1",40,"2","3","418",3700,16,256
"29",45,"8343","9","1","3","5","1","2",45,"0","2","101",3000,30,900
"30",52,"2812","9","2","3","4","1","2",6,"2","1","101",2150,37,1369
"31",47,"5222","9","2","3","1","1","2",16,"1","2","201",2580,32,1024
"32",17,"5222","9","2","3","6","1","2",55,"1","2","403",3225,2,4
"33",49,"9722","15","1","3","5","1","1",32,"0","3","101",2500,34,1156
"34",33,"5222","15","2","3","6","1","2",30,"1","2","101",3440,18,324
"35",55,"2811","15","2","6","5","1","1",40,"3","3","201",6000,36,1296
"36",18,"5222","15","2","4","6","1","1",42,"1","2","301",5160,1,1
"37",54,"8343","15","1","2","5","1","2",60,"0","2","101",10750,42,1764
"38",78,"8343","15","1","2","4","1","1",0,"0","2","101",3000,66,4356
"39",23,"9722","15","1","3","5","1","2",55,"0","3","201",6450,8,64
"40",28,"9722","15","1","4","1","1","2",49,"0","3","101",7740,10,100
"41",26,"2811","15","2","6","1","1","2",32,"2","3","201",4000,8,64
"42",49,"8343","15","1","7","5","1","1",66,"0","2","101",6450,27,729
"43",65,"9722","15","1","7","2","1","2",12,"0","1","101",3870,43,1849
"44",65,"9722","15","1","7","2","1","2",12,"0","1","101",4300,43,1849
"45",65,"9722","15","1","2","1","1","2",54,"0","3","101",3870,56,3136
"46",65,"9722","15","1","2","1","1","2",54,"0","3","101",4300,56,3136
"47",47,"2811","15","2","6","1","1","1",36,"2","3","301",7000,29,841
"48",51,"8343","15","1","3","5","1","2",48,"0","2","101",6450,37,1369
"49",19,"5222","15","2","3","1","1","2",54,"1","2","408",2000,4,16
"50",27,"5222","14","2","7","6","1","2",51,"1","2","101",2500,7,49
"51",33,"8343","14","1","4","2","1","1",48,"0","3","301",8600,16,256
"52",53,"8343","14","1","3","5","1","1",66,"0","2","101",10750,38,1444
"53",33,"8343","14","1","3","5","1","1",32,"0","2","101",6450,18,324
"54",42,"5222","14","2","3","5","1","2",32,"3","2","418",6880,27,729
"55",57,"8343","14","1","3","5","1","1",48,"0","2","101",7310,42,1764
"56",42,"2811","14","2","6","6","1","2",35,"1","1","101",6020,24,576
"57",61,"5222","14","2","5","1","1","2",20,"3","2","202",3440,44,1936
"58",61,"9722","14","1","3","5","1","1",29,"0","3","101",7310,46,2116
"59",29,"9722","14","1","7","6","1","1",36,"0","3","301",6500,7,49
"60",51,"2811","14","2","6","5","1","1",60,"3","3","201",7000,30,900
"61",38,"5222","14","2","7","1","1","2",20,"2","2","301",5160,16,256
"62",26,"9722","14","1","7","6","1","1",30,"0","3","101",12000,4,16
"63",41,"9722","14","1","4","5","1","1",40,"0","3","101",3500,23,529
"64",45,"5222","14","2","3","5","1","2",0,"2","2","301",2150,31,961
"65",55,"8343","14","1","2","5","1","1",72,"0","2","101",2500,43,1849
"66",52,"5222","14","2","3","2","1","2",36,"2","2","101",8600,37,1369
"67",64,"5222","14","2","0","5","1","2",45,"4","2","201",6450,58,3364
"68",25,"2811","14","2","6","6","1","1",48,"1","3","301",3000,4,16
"69",43,"2811","14","1","6","5","1","1",48,"0","3","101",6020,25,625
"70",36,"5222","14","2","2","6","1","1",50,"2","2","301",6880,24,576
"71",48,"9722","14","1","2","5","1","1",40,"0","3","101",4000,36,1296
"72",29,"9722","14","1","3","1","1","1",40,"0","3","101",10000,14,196
"73",50,"2811","14","2","6","5","1","1",40,"2","3","201",7000,32,1024
"74",23,"5222","14","1","3","6","1","2",40,"0","2","301",3225,8,64
"75",20,"9722","14","1","4","6","1","2",36,"0","3","301",5590,2,4
"76",24,"5222","14","2","4","6","1","2",28,"1","2","301",4300,6,36
"77",54,"2811","14","2","6","5","1","1",30,"3","3","201",9000,35,1225
"78",63,"2811","14","2","6","2","1","1",40,"3","3","101",3500,45,2025
"79",45,"5113","14","2","6","5","1","2",46,"2","2","201",6880,28,784
"80",65,"5222","14","2","2","4","1","2",51,"3","2","101",4300,53,2809
"81",42,"5222","14","2","4","1","1","2",40,"3","2","201",8600,24,576
"82",57,"5222","14","2","3","5","1","2",20,"4","1","201",2150,42,1764
"83",56,"5113","14","2","3","4","1","1",48,"3","2","416",9030,41,1681
"84",26,"2811","14","2","6","6","1","1",40,"2","3","101",10750,5,25
"85",18,"5222","14","2","3","6","1","2",0,"1","2","413",6020,3,9
"86",41,"5113","14","2","3","5","1","2",48,"1","2","201",8600,26,676
"87",60,"5222","19","2","6","3","1","2",35,"2","2","101",8600,42,1764
"88",46,"5222","19","2","4","1","1","2",72,"2","1","202",8600,28,784
"89",19,"5222","19","2","4","6","1","2",25,"1","2","301",6020,2,4
"90",28,"5222","19","2","2","1","1","2",15,"3","2","201",3870,19,361
"91",23,"5222","19","2","6","6","1","2",60,"1","2","301",4300,5,25
"92",53,"5222","19","2","3","2","1","2",45,"3","2","101",4300,38,1444
"93",53,"5222","19","2","7","5","1","2",30,"2","2","201",5160,30,900
"94",33,"5222","19","2","6","1","1","2",30,"2","2","201",1000,16,256
"95",21,"2811","19","2","7","6","1","1",48,"1","3","301",6500,1,1
"96",42,"5222","19","2","3","1","1","1",37,"3","2","301",6450,27,729
"97",24,"5222","19","2","3","1","1","2",0,"2","2","403",9460,10,100
"98",37,"5222","19","2","3","2","1","2",45,"2","2","301",3440,22,484
"99",40,"5222","19","2","4","5","1","2",84,"2","2","418",5160,23,529
"100",21,"2811","19","2","6","1","1","1",36,"2","3","201",2500,3,9
"101",57,"5222","19","2","6","3","1","2",40,"3","1","101",1000,39,1521
"102",33,"2811","19","2","6","1","1","1",40,"1","3","202",6500,15,225
"103",46,"5222","19","2","4","5","1","2",24,"3","2","201",5590,30,900
"104",46,"5222","19","2","4","5","1","2",24,"3","2","201",3440,30,900
"105",46,"5222","19","2","4","5","1","2",36,"3","1","201",5590,28,784
"106",46,"5222","19","2","4","5","1","2",36,"3","1","201",3440,28,784
"107",49,"2811","19","1","6","5","1","1",40,"0","3","101",6000,31,961
"108",28,"8343","19","1","3","1","1","1",48,"0","2","301",7740,13,169
"109",59,"5222","19","2","7","3","1","2",3,"2","2","101",2150,39,1521
"110",18,"5222","19","2","3","6","1","2",20,"1","2","301",3440,3,9
"111",29,"2811","19","2","6","2","1","1",45,"2","3","101",6000,10,100
"112",74,"5222","19","2","2","6","1","2",8,"1","2","101",645,63,3969
"113",63,"5222","19","2","7","3","1","2",12,"3","2","101",2580,40,1600
"114",60,"5222","19","2","4","2","1","2",30,"2","2","101",4300,44,1936
"115",60,"5222","19","2","3","2","1","2",25,"2","2","101",4300,45,2025
"116",36,"8343","19","1","3","5","1","1",60,"0","2","201",9890,21,441
"117",59,"5222","19","2","2","5","1","2",0,"3","1","201",1290,47,2209
"118",49,"5222","19","2","3","5","1","2",48,"2","2","301",8600,34,1156
"119",51,"5222","19","2","3","5","1","2",36,"2","2","301",10750,36,1296
"120",23,"5222","19","2","6","6","1","2",45,"1","2","301",6450,6,36
"121",16,"9722","19","1","3","6","1","2",20,"0","1","301",5375,1,1
"122",44,"8343","19","1","3","5","1","1",48,"0","2","101",12040,29,841
"123",25,"2811","19","1","7","6","1","2",36,"0","3","301",9030,4,16
"124",54,"5222","19","2","4","6","1","2",15,"2","1","301",2150,36,1296
"125",20,"2811","19","2","6","6","1","1",48,"1","3","301",4500,2,4
"126",56,"5222","19","2","5","2","1","2",20,"3","2","101",5160,38,1444
"127",49,"5222","19","2","2","1","1","2",40,"2","2","201",2000,37,1369
"128",19,"5222","19","1","4","6","1","2",42,"0","2","301",6450,1,1
"129",21,"2811","19","2","6","6","1","2",36,"1","1","101",6450,4,16
"130",44,"5222","19","2","2","5","1","2",20,"3","2","201",3440,32,1024
"131",26,"2812","19","1","4","6","1","1",48,"0","3","101",2295,9,81
"132",22,"5222","19","2","4","6","1","2",50,"1","2","301",5160,5,25
"133",51,"5222","19","2","3","2","1","2",36,"2","2","101",10320,36,1296
"134",32,"8343","19","1","4","5","1","2",42,"0","2","101",3000,14,196
"135",51,"5222","19","2","2","5","1","2",24,"3","2","201",1290,39,1521
"136",43,"2811","19","2","6","5","1","1",48,"2","3","201",8000,24,576
"137",28,"2811","19","2","6","6","1","1",40,"1","3","408",3500,12,144
"138",42,"2812","19","2","7","5","1","1",30,"3","3","201",3500,19,361
"139",24,"2812","19","1","7","5","1","1",46,"0","3","101",4500,5,25
"140",50,"2812","19","1","7","5","1","1",40,"0","3","101",11000,30,900
"141",52,"5222","19","2","2","5","1","2",24,"3","2","201",1290,40,1600
"142",49,"8343","19","1","3","5","1","1",84,"0","2","101",10000,34,1156
"143",43,"5222","19","2","3","6","1","2",60,"1","2","301",2150,28,784
"144",51,"5222","19","2","3","5","1","2",40,"3","2","416",6450,36,1296
"145",21,"2811","19","2","6","6","1","1",40,"1","3","301",6000,3,9
"146",48,"8343","21","1","3","1","1","2",48,"0","2","101",4730,33,1089
"147",43,"8343","21","1","7","1","1","1",112,"0","2","101",3100,22,484
"148",51,"8343","21","1","4","5","1","2",60,"0","2","101",7740,33,1089
"149",59,"8343","21","1","2","5","1","2",48,"0","2","101",3800,47,2209
"150",24,"2811","21","2","6","6","1","2",40,"1","2","301",6450,3,9
"151",56,"8343","21","1","4","5","1","2",48,"0","2","101",6880,38,1444
"152",58,"5222","21","2","3","2","1","2",40,"2","2","412",3440,43,1849
"153",19,"5222","21","2","7","6","1","2",12,"1","2","301",250,0,0
"154",23,"5222","21","1","7","6","1","2",12,"0","2","301",250,2,4
"155",15,"5222","21","2","3","6","1","2",30,"1","2","301",2580,1,1
"156",51,"9722","21","1","3","2","1","2",48,"0","3","301",7740,36,1296
"157",17,"5222","21","2","4","6","1","2",48,"1","2","301",5590,0,0
"158",57,"5222","21","2","3","5","1","2",30,"3","2","201",2150,42,1764
"159",40,"5222","21","2","2","5","1","2",84,"3","2","201",10750,28,784
"160",19,"5222","21","2","4","6","1","2",30,"1","2","301",2580,2,4
"161",20,"5222","21","2","3","6","1","2",25,"1","2","408",3870,5,25
"162",58,"2811","21","2","7","5","1","1",24,"2","3","201",4000,35,1225
"163",52,"8343","21","1","3","5","1","2",48,"0","2","101",2000,37,1369
"164",24,"9722","21","1","4","6","1","1",40,"0","3","301",7310,6,36
"165",55,"5222","21","2","6","6","1","2",7,"1","2","412",774,40,1600
"166",51,"5222","21","2","3","1","1","2",60,"2","2","101",6020,36,1296
"167",35,"8343","21","1","3","2","1","2",54,"0","2","101",5160,20,400
"168",48,"5222","21","2","7","6","1","2",28,"2","2","101",4300,28,784
"169",21,"2811","21","2","6","6","1","1",48,"1","3","301",2250,3,9
"170",42,"2812","21","1","4","1","1","1",48,"0","3","101",3000,24,576
"171",26,"2811","21","2","6","6","1","2",24,"1","1","301",3010,5,25
"172",27,"2811","21","2","6","6","1","2",72,"2","1","301",4300,10,100
"173",40,"8343","21","1","3","6","1","2",24,"0","2","101",5160,25,625
"174",29,"5222","21","2","7","1","1","2",66,"1","2","202",8600,7,49
"175",31,"2811","21","2","7","6","1","1",72,"1","3","301",2750,8,64
"176",24,"2811","11","1","6","1","1","1",32,"0","3","101",6000,3,9
"177",33,"5222","11","2","7","6","1","2",9,"1","2","301",2580,11,121
"178",18,"5222","11","2","4","6","1","2",5,"1","2","301",860,2,4
"179",62,"9722","11","1","2","5","1","2",60,"0","1","101",3096,54,2916
"180",29,"2811","11","2","6","5","1","1",40,"2","3","201",5200,9,81
"181",50,"5113","11","2","3","5","1","2",30,"3","2","201",8600,35,1225
"182",39,"5222","11","2","3","5","1","2",50,"2","2","201",3440,24,576
"183",26,"5222","11","2","4","6","1","2",35,"1","1","301",6020,8,64
"184",48,"2811","11","2","6","5","1","1",40,"2","3","201",3200,27,729
"185",26,"5222","11","2","4","1","1","2",12,"2","2","101",1935,9,81
"186",52,"5222","11","2","2","2","1","2",24,"2","1","101",8600,40,1600
"187",47,"5222","11","2","3","5","1","2",24,"3","1","201",4300,34,1156
"188",47,"2811","11","1","6","5","1","1",28,"0","3","101",5000,26,676
"189",19,"5222","11","2","3","6","1","2",12,"1","2","301",1720,4,16
"190",46,"5222","11","2","3","5","1","1",40,"3","2","101",12040,33,1089
"191",26,"5222","11","2","3","6","1","1",51,"1","2","301",5590,11,121
"192",15,"5222","11","1","3","6","1","2",9,"0","2","301",1290,0,0
"193",18,"2811","11","2","6","6","1","2",35,"1","3","301",450,0,0
"194",46,"2811","11","1","6","5","1","1",40,"0","3","101",5800,25,625
"195",41,"2811","11","2","6","5","1","1",40,"2","3","201",6800,21,441
"196",21,"5222","11","2","4","6","1","2",25,"1","2","303",3840,3,9
"197",46,"2812","11","2","3","5","1","2",4,"2","1","301",2580,31,961
"198",56,"5222","11","2","6","4","1","2",50,"3","1","301",4300,38,1444
"199",61,"2812","11","2","6","6","1","2",50,"1","3","101",1250,40,1600
"200",41,"5222","11","2","3","1","1","2",36,"2","2","202",6450,26,676
"201",28,"2811","11","1","6","5","1","1",50,"0","3","101",6000,10,100
"202",28,"2811","11","2","6","5","1","1",0,"3","3","201",7500,10,100
"203",16,"5222","11","2","3","6","1","2",20,"1","1","301",3010,2,4
"204",27,"2811","11","2","6","5","1","1",40,"2","3","201",1875,8,64
"205",30,"5222","11","2","3","6","1","2",40,"2","2","301",4300,15,225
"206",56,"5222","11","2","2","6","1","2",36,"3","2","101",3870,44,1936
"207",14,"9722","11","1","2","6","1","2",18,"0","3","301",2580,2,4
"208",36,"9722","11","2","7","6","1","1",37,"1","3","301",2375,16,256
"209",34,"5222","11","1","4","2","1","2",60,"0","2","301",8600,16,256
"210",86,"9722","5","1","2","5","1","1",35,"0","3","101",6020,74,5476
"211",45,"5222","5","2","3","5","1","2",39,"3","2","201",3440,30,900
"212",45,"2812","5","2","7","6","1","1",45,"1","3","301",3000,22,484
"213",47,"2811","5","2","6","5","1","1",48,"2","3","101",7740,29,841
"214",37,"2811","5","2","6","6","1","1",40,"2","3","101",8000,19,361
"215",45,"5222","5","2","3","6","1","2",28,"1","2","101",5590,30,900
"216",38,"5222","5","2","7","1","1","1",44,"1","2","202",5160,17,289
"217",49,"9722","5","1","3","5","1","1",24,"0","3","101",6450,34,1156
"218",37,"8343","5","1","7","1","1","2",50,"0","2","101",7740,14,196
"219",39,"2812","5","2","6","3","1","1",40,"3","3","101",6000,21,441
"220",19,"5222","5","2","4","6","1","2",50,"1","1","408",1720,1,1
"221",61,"5222","5","2","3","3","1","2",60,"3","2","401",4300,46,2116
"222",36,"9722","5","1","4","5","1","1",40,"0","3","101",3500,18,324
"223",35,"5222","5","2","4","6","1","1",42,"1","2","413",3600,18,324
"224",37,"2811","5","1","6","3","1","1",40,"0","3","101",10000,19,361
"225",28,"2812","5","2","7","6","1","1",40,"1","3","301",5000,5,25
"226",62,"9722","5","2","3","1","1","1",40,"2","3","202",3400,47,2209
"227",51,"5222","5","2","2","2","1","2",50,"4","1","101",3440,44,1936
"228",25,"8343","5","1","4","6","1","2",40,"0","2","301",6450,8,64
"229",61,"5222","5","2","6","2","1","1",60,"3","2","101",6450,46,2116
"230",53,"2811","5","2","6","2","1","1",32,"3","3","101",10000,34,1156
"231",28,"9722","5","1","7","5","1","2",50,"0","3","101",5160,5,25
"232",35,"5222","5","2","4","1","1","2",48,"3","2","201",10750,17,289
"233",26,"2812","5","1","6","5","1","1",48,"0","3","101",6450,5,25
"234",26,"2812","5","2","6","5","1","1",56,"1","3","201",6450,5,25
"235",32,"2811","5","1","6","5","1","1",40,"0","3","418",3700,15,225
"236",48,"9722","5","1","4","5","1","1",0,"0","3","101",4300,30,900
"237",28,"2812","5","1","6","5","1","1",40,"0","3","101",5000,9,81
"238",56,"5222","5","2","2","5","1","2",48,"3","2","101",2150,44,1936
"239",43,"5222","5","2","3","6","1","2",48,"3","2","101",4300,28,784
"240",46,"5222","5","2","2","5","1","2",56,"3","2","201",10750,34,1156
"241",45,"9722","5","1","7","5","1","2",44,"0","3","101",7310,25,625
"242",25,"2811","5","2","6","6","1","1",48,"1","3","301",8170,5,25
"243",50,"5222","5","2","3","4","1","1",85,"3","2","301",6880,36,1296
"244",48,"9722","5","1","2","5","1","1",48,"0","3","101",2580,36,1296
"245",46,"5113","5","2","6","3","1","2",37,"2","2","101",6450,29,841
"246",49,"5222","5","2","6","6","1","2",21,"1","2","101",2150,32,1024
"247",51,"5222","5","2","6","5","1","2",36,"2","1","201",1500,34,1156
"248",58,"5222","5","2","3","4","1","2",50,"4","2","101",5375,43,1849
"249",55,"5222","5","1","4","5","1","2",53,"0","2","101",3000,37,1369
"250",19,"5222","10","2","4","6","1","2",28,"1","2","408",4300,1,1
"251",25,"9722","10","1","4","1","1","2",56,"0","3","101",5160,8,64
"252",25,"9722","10","1","4","1","1","2",56,"0","3","101",3010,8,64
"253",25,"9722","10","1","3","5","1","2",42,"0","1","101",5160,10,100
"254",25,"9722","10","1","3","5","1","2",42,"0","1","101",3010,10,100
"255",24,"9722","10","2","4","1","1","2",56,"2","3","202",5160,6,36
"256",24,"9722","10","2","4","5","1","2",21,"3","1","201",5160,8,64
"257",25,"5113","10","2","3","5","1","2",30,"3","2","201",7310,10,100
"258",40,"5222","10","2","3","5","1","2",25,"3","2","201",1720,25,625
"259",22,"2811","10","1","6","6","1","2",36,"0","3","301",6880,4,16
"260",20,"9722","10","1","7","6","1","2",12,"0","3","301",2580,1,1
"261",57,"5222","10","2","2","5","1","2",40,"2","1","201",1290,45,2025
"262",33,"5222","10","2","6","5","1","2",35,"3","1","201",860,16,256
"263",31,"5222","10","2","3","5","1","2",9,"2","2","201",1720,16,256
"264",36,"2811","10","2","6","1","1","2",40,"3","3","202",1000,18,324
"265",59,"5222","10","2","2","5","1","2",20,"2","2","201",2580,47,2209
"266",13,"5222","10","2","2","6","1","2",5,"1","2","408",860,2,4
"267",19,"5222","10","2","4","6","1","2",35,"1","2","408",4300,1,1
"268",33,"2811","10","2","6","5","1","2",14,"3","1","201",6880,17,289
"269",54,"5222","10","2","2","1","1","2",35,"3","2","201",6450,42,1764
"270",33,"2811","10","2","6","5","1","1",32,"3","3","201",12040,15,225
"271",49,"2811","24","2","6","5","1","1",47,"2","3","201",3000,31,961
"272",33,"8343","24","1","3","2","1","1",55,"0","2","403",10750,18,324
"273",21,"5222","24","2","7","6","1","2",12,"1","2","413",1720,2,4
"274",55,"8343","24","1","2","5","1","1",48,"0","2","101",8600,48,2304
"275",45,"2811","24","2","6","5","1","1",48,"2","3","418",6450,27,729
"276",45,"5222","24","2","6","5","1","2",15,"3","2","201",3870,27,729
"277",41,"2811","24","1","8","1","1","1",48,"0","3","101",4000,17,289
"278",44,"2811","24","2","6","6","1","1",48,"2","3","101",1622.5,26,676
"279",17,"5222","24","2","3","6","1","2",36,"1","2","408",4300,2,4
"280",54,"5222","24","2","3","5","1","2",10,"3","2","201",1075,39,1521
"281",30,"9722","24","2","2","6","1","2",14,"1","1","301",1500,22,484
"282",59,"5222","24","2","0","6","1","2",84,"1","2","501",5160,53,2809
"283",28,"5222","24","2","2","6","1","2",36,"1","2","301",2580,17,289
"284",43,"2811","24","1","6","5","1","1",40,"0","3","101",4500,22,484
"285",31,"5222","24","2","3","6","1","2",50,"1","2","301",3440,16,256
"286",71,"5222","24","2","2","4","1","2",16,"3","2","101",3440,59,3481
"287",62,"9722","31","1","3","5","1","2",4,"0","3","101",344,47,2209
"288",67,"5222","31","2","6","6","1","2",49,"1","2","101",1000,50,2500
"289",32,"5222","31","2","7","5","1","2",20,"1","2","101",4300,13,169
"290",32,"9722","31","1","4","1","1","1",60,"0","3","101",4000,14,196
"291",47,"5222","31","2","4","6","1","2",48,"1","1","301",500,29,841
"292",36,"5222","31","2","2","5","1","2",40,"2","1","201",1290,24,576
"293",17,"5222","31","2","4","6","1","2",3,"1","2","301",215,1,1
"294",57,"5222","31","2","2","5","1","2",24,"3","2","201",2150,45,2025
"295",30,"9722","31","1","3","6","1","1",41,"0","3","101",7740,15,225
"296",26,"2811","31","2","6","6","1","1",48,"1","3","408",6000,8,64
"297",24,"2811","31","2","6","6","1","1",40,"1","3","408",9000,6,36
"298",41,"9722","31","1","7","5","1","1",51,"0","3","101",9460,19,361
"299",36,"9722","31","1","2","6","1","2",35,"0","1","301",6000,29,841
"300",54,"5222","31","2","3","4","1","2",0,"3","2","101",9000,39,1521
"301",47,"5222","31","2","2","5","1","2",47,"3","2","201",3440,35,1225
"302",28,"2811","31","2","7","6","1","1",0,"1","3","301",7000,6,36
"303",36,"5222","31","2","3","6","1","1",60,"1","2","601",6020,21,441
"304",51,"5222","31","2","3","5","1","2",30,"3","2","201",2580,36,1296
"305",24,"9722","31","1","7","6","1","2",36,"0","1","301",3010,4,16
"306",17,"9722","31","1","3","6","1","2",9,"0","3","303",903,2,4
"307",59,"9722","31","1","3","1","1","2",44,"0","3","101",6450,44,1936
"308",65,"5222","31","2","6","3","1","2",32,"2","2","401",5160,48,2304
"309",24,"2811","31","2","7","6","1","2",35,"1","3","301",175,1,1
"310",46,"5222","31","2","3","5","1","2",6,"2","2","201",2580,31,961
"311",20,"5222","31","2","4","6","1","2",7,"1","2","301",2150,4,16
"312",38,"5222","31","2","3","5","1","2",35,"2","1","201",3010,23,529
"313",45,"5222","31","2","2","5","1","2",28,"3","2","201",1290,33,1089
"314",52,"9722","31","1","6","5","1","1",48,"0","3","101",4730,34,1156
"315",37,"5222","31","2","3","5","1","2",40,"2","2","201",250,22,484
"316",46,"5222","31","2","3","1","1","2",54,"2","2","202",6450,33,1089
"317",68,"5222","31","2","2","5","1","2",50,"3","2","401",500,59,3481
"318",49,"5222","31","2","2","5","1","2",40,"2","2","201",3440,39,1521
"319",20,"5222","31","2","4","6","1","2",40,"1","2","301",3870,4,16
"320",30,"2811","31","2","6","5","1","2",36,"3","3","418",3500,9,81
"321",23,"5222","31","2","3","1","1","2",24,"1","2","301",2580,8,64
"322",67,"9722","31","1","3","5","1","2",7,"0","3","101",4300,52,2704
"323",40,"5222","31","2","6","5","1","2",45,"2","2","418",4300,23,529
"324",59,"5222","31","2","0","4","1","2",42,"3","2","101",3440,53,2809
"325",51,"8343","31","1","3","5","1","1",48,"0","2","101",6880,36,1296
"326",34,"8343","31","1","3","1","1","2",72,"0","2","101",5000,19,361
"327",29,"2811","31","2","7","6","1","1",0,"1","3","301",7000,6,36
"328",51,"9722","31","1","6","1","1","1",48,"0","3","202",4000,30,900
"329",29,"5222","31","2","7","1","1","2",56,"2","1","101",2580,10,100
"330",20,"9722","8","1","7","6","1","2",9,"0","3","301",3440,1,1
"331",37,"2811","8","2","6","5","1","1",36,"3","3","201",2400,16,256
"332",59,"2811","8","2","6","5","1","1",45,"3","3","201",3000,41,1681
"333",48,"5222","8","2","3","2","1","2",54,"2","2","101",10750,33,1089
"334",46,"5222","8","2","6","2","1","2",10,"2","2","101",3268,28,784
"335",22,"5222","8","2","7","6","1","2",12,"1","2","301",4988,0,0
"336",26,"5222","8","2","4","6","1","1",20,"1","3","301",5375,9,81
"337",51,"5222","8","2","6","3","1","2",24,"2","3","101",3225,33,1089
"338",55,"2811","8","2","6","1","1","1",40,"3","3","101",4500,34,1156
"339",66,"2811","8","2","6","3","1","1",30,"3","3","101",1500,50,2500
"340",19,"2811","8","1","6","6","1","2",36,"0","2","301",10320,-2,4
"341",40,"2811","8","2","6","3","1","1",40,"3","3","101",10000,22,484
"342",62,"5222","8","2","6","3","1","2",24,"3","2","101",6450,47,2209
"343",33,"2811","8","2","6","5","1","1",36,"3","3","201",4500,12,144
"344",42,"2811","8","2","6","1","1","1",48,"1","3","101",7000,23,529
"345",48,"2811","8","2","6","6","1","1",36,"2","3","101",7500,30,900
"346",44,"2811","8","2","6","5","1","1",45,"2","3","201",2500,26,676
"347",42,"5222","8","2","3","6","1","2",30,"2","2","101",10750,27,729
"348",18,"5222","8","2","4","6","1","2",12,"1","2","301",2150,0,0
"349",47,"2811","8","1","6","3","1","1",48,"0","3","301",10500,29,841
"350",47,"5222","8","2","2","5","1","2",24,"2","2","201",3870,35,1225
"351",24,"5222","8","2","4","1","1","2",30,"2","2","202",6450,6,36
"352",61,"5222","8","2","3","5","1","2",35,"3","2","201",3870,46,2116
"353",62,"9722","8","1","3","5","1","2",0,"0","3","101",4730,47,2209
"354",28,"8343","8","1","3","1","1","2",48,"0","2","101",8600,13,169
"355",24,"2811","8","2","7","1","1","1",40,"2","3","413",4000,1,1
"356",55,"2811","8","2","6","1","1","1",36,"3","3","202",6000,34,1156
"357",30,"2811","8","2","6","6","1","1",36,"2","3","303",6000,9,81
"358",20,"5222","28","2","7","6","1","2",12,"1","2","301",3225,0,0
"359",47,"2812","28","2","6","1","1","2",4,"2","1","101",860,26,676
"360",43,"5222","28","2","4","1","1","2",8,"4","2","101",2150,25,625
"361",17,"5222","28","2","3","6","1","2",8,"1","2","301",860,3,9
"362",44,"5222","28","2","3","5","1","2",45,"2","2","201",5160,29,841
"363",47,"5222","28","2","2","5","1","2",84,"3","2","301",6080,35,1225
"364",51,"5222","28","2","6","5","1","2",50,"2","2","201",1000,33,1089
"365",21,"5222","28","2","4","6","1","2",20,"1","2","301",4300,3,9
"366",21,"5222","28","2","7","6","1","2",40,"1","2","301",3870,0,0
"367",40,"2812","28","1","4","5","1","1",40,"0","3","418",4000,22,484
"368",41,"5222","28","2","3","1","1","2",55,"3","2","202",6450,26,676
"369",36,"5222","28","2","3","5","1","2",40,"2","2","301",6020,21,441
"370",75,"2811","28","2","6","4","1","2",8,"3","1","101",3010,54,2916
"371",58,"5222","28","2","2","5","1","2",40,"2","2","201",4300,49,2401
"372",44,"5222","28","2","3","1","1","2",30,"3","2","101",3870,29,841
"373",68,"9722","28","1","2","5","1","1",44,"0","3","101",3000,56,3136
