"SEXO","EDAD","ENT","ESC","urbano","TIEMPO_TOTAL","SIT_CONYUGAL","INDIGENA","TIPO_TRABAJO","PROGRAMA_SOCIAL","SEGURO_MEDICO","PAREN","TIEMPO_CHOF","TIEMPO_COCIN","TIEMPO_ENF_TEC","TIEMPO_FISIO","TIEMPO_CUID","NUM_PER","esc_jefe","jefatura_femenina","edad_jefe","SAL_SEM"
0,40,9,12,1,0,1,0,4,0,1,1,0,0,0,0,0,4,9,0,40,NA
1,40,9,12,1,0,1,0,1,0,1,2,0,0,0,0,0,4,9,0,40,1000
0,17,9,12,1,0,6,0,NA,0,1,3,0,0,0,0,0,4,9,0,40,NA
0,52,9,10,1,0,1,1,1,0,0,1,0,0,0,0,0,2,8,0,52,1700
1,42,9,0,1,0,1,0,NA,0,0,2,0,0,0,0,0,2,8,0,52,NA
0,51,9,15,1,0,1,1,4,0,1,1,0,0,0,0,0,4,12,0,51,2500
1,38,9,15,1,0,1,0,4,0,1,2,0,0,0,0,0,4,12,0,51,1300
1,14,9,10,1,0,6,0,2,0,1,3,0,0,0,0,0,4,12,0,51,NA
0,69,9,15,1,0,5,0,4,0,1,1,0,0,0,0,0,5,12,0,69,NA
1,62,9,12,1,0,5,0,NA,0,1,2,0,0,0,0,0,5,12,0,69,NA
0,33,9,20,1,0,5,0,1,0,1,5,0,0,0,0,0,5,12,0,69,3000
1,33,9,20,1,6,5,0,1,0,1,3,0,0,0,0,6,5,12,0,69,4000
0,55,9,12,1,0,1,0,4,0,0,1,0,0,0,0,0,3,9,0,55,1200
1,61,9,12,1,0,1,1,NA,0,1,2,0,0,0,0,0,3,9,0,55,NA
0,41,9,12,1,6,2,0,1,0,1,3,3,0,0,0,3,3,9,0,55,1500
1,60,9,0,1,0,6,0,4,0,1,1,0,0,0,0,0,1,0,1,60,500
0,90,9,12,1,0,5,0,NA,0,0,1,0,0,0,0,0,2,9,0,90,NA
1,80,9,22,1,19,5,1,NA,1,0,2,5,0,0,0,14,2,9,0,90,NA
0,49,9,12,1,0,5,0,1,0,1,1,0,0,0,0,0,3,9,0,49,1500
1,45,9,15,1,0,5,0,NA,0,1,2,0,0,0,0,0,3,9,0,49,NA
0,18,9,15,1,0,6,0,NA,0,1,3,0,0,0,0,0,3,9,0,49,NA
1,50,9,15,1,0,3,0,1,0,1,1,0,0,0,0,0,2,12,1,50,2500
0,26,9,15,1,3.5,6,0,2,0,0,3,0,0,2.33333333333333,0,1.16666666666667,2,12,1,50,NA
0,33,9,22,1,0,1,0,1,0,0,1,0,0,0,0,0,3,17,0,33,1900
1,26,9,15,1,0,5,0,1,0,0,2,0,0,0,0,0,3,17,0,33,900
0,67,9,12,1,30,5,0,NA,0,1,1,0,0,0,0,30,4,6,0,67,NA
1,60,9,12,1,40,5,0,NA,0,1,2,0,0,0,0,40,4,6,0,67,NA
0,38,9,12,1,0,1,0,1,0,0,3,0,0,0,0,0,4,6,0,67,NA
1,12,9,12,1,0,6,0,NA,0,1,4,0,0,0,0,0,4,6,0,67,NA
0,47,9,12,1,0,2,1,4,0,1,1,0,0,0,0,0,1,9,0,47,700
0,56,9,18,1,0,5,0,1,0,1,1,0,0,0,0,0,2,15,0,56,2000
1,55,9,18,1,0,5,0,1,0,1,2,0,0,0,0,0,2,15,0,56,1500
1,67,9,4,1,0,4,1,1,0,1,1,0,0,0,0,0,6,2,1,67,1600
0,42,9,15,1,0,2,0,1,0,1,3,0,0,0,0,0,6,2,1,67,1250
0,36,9,15,1,0,3,0,1,0,1,3,0,0,0,0,0,6,2,1,67,2850
0,14,9,12,1,0.5,6,0,NA,0,1,4,0,0,0,0,0.5,6,2,1,67,NA
1,12,9,12,1,0,6,0,NA,0,1,4,0,0,0,0,0,6,2,1,67,NA
0,39,9,11,1,0,1,1,1,0,1,1,0,0,0,0,0,3,10,0,39,2000
1,31,9,12,1,0,1,0,1,0,1,2,0,0,0,0,0,3,10,0,39,250
0,53,9,18,1,0,5,0,1,0,1,1,0,0,0,0,0,4,15,0,53,3750
1,53,9,15,1,0,5,0,1,0,1,2,0,0,0,0,0,4,15,0,53,2050
1,28,9,20,1,0,6,0,1,0,1,3,0,0,0,0,0,4,15,0,53,NA
1,26,9,13,1,0,6,1,1,0,1,3,0,0,0,0,0,4,15,0,53,1250
0,67,9,6,1,28,1,1,NA,0,0,1,0,0,0,0,28,3,3,0,67,NA
1,69,9,0,1,0,1,1,NA,0,1,2,0,0,0,0,0,3,3,0,67,NA
0,23,9,12,1,25,6,1,1,0,0,4,0,0,0,0,25,3,3,0,67,900
0,63,9,12,1,0,5,0,4,0,0,1,0,0,0,0,0,2,6,0,63,1000
1,60,9,12,1,2,5,0,4,0,0,2,2,0,0,0,0,2,6,0,63,1500
0,70,9,12,1,0,5,0,NA,0,1,1,0,0,0,0,0,8,6,0,70,NA
1,66,9,12,1,0,5,1,NA,0,1,2,0,0,0,0,0,8,6,0,70,NA
0,48,9,15,1,0,6,0,1,0,1,5,0,0,0,0,0,8,6,0,70,NA
1,45,9,15,1,0,2,0,1,0,1,3,0,0,0,0,0,8,6,0,70,1500
1,42,9,15,1,0,6,0,1,0,1,3,0,0,0,0,0,8,6,0,70,1150
0,25,9,12,1,0,6,0,NA,0,1,4,0,0,0,0,0,8,6,0,70,NA
1,24,9,15,1,0,6,0,1,0,1,4,0,0,0,0,0,8,6,0,70,1300
1,12,9,10,1,0,6,0,NA,0,1,4,0,0,0,0,0,8,6,0,70,NA
1,35,9,12,1,0,2,1,1,0,0,1,0,0,0,0,0,1,6,1,35,1300
0,54,9,12,1,0,5,0,1,0,1,1,0,0,0,0,0,4,9,0,54,NA
1,51,9,12,1,0,5,0,4,0,1,2,0,0,0,0,0,4,9,0,54,500
1,25,9,15,1,0,2,0,NA,0,1,3,0,0,0,0,0,4,9,0,54,NA
0,18,9,13,1,0,6,0,NA,0,0,3,0,0,0,0,0,4,9,0,54,NA
0,27,9,12,1,0,1,0,4,0,1,1,0,0,0,0,0,4,9,0,27,900
1,25,9,12,1,0,1,0,1,0,1,2,0,0,0,0,0,4,9,0,27,500
1,51,9,20,1,5,1,0,1,0,1,1,0,0,0,0,5,2,16,1,51,5750
0,62,9,20,1,0,1,0,NA,0,1,2,0,0,0,0,0,2,16,1,51,NA
1,51,9,20,1,0,2,1,4,0,1,1,0,0,0,0,0,3,16,1,51,NA
0,23,9,20,1,0,6,0,1,0,1,3,0,0,0,0,0,3,16,1,51,7500
0,25,9,20,1,0,6,0,1,0,1,3,0,0,0,0,0,3,16,1,51,3000
1,58,9,20,1,0,3,0,NA,0,1,1,0,0,0,0,0,2,18,1,58,NA
0,34,9,22,1,0,6,0,1,0,1,3,0,0,0,0,0,2,18,1,58,6750
0,58,9,15,1,6,5,0,1,0,0,1,5,0,0,0,1,2,12,0,58,NA
1,63,9,18,1,0,5,0,4,0,0,2,0,0,0,0,0,2,12,0,58,NA
1,32,9,20,1,0,6,0,1,1,0,1,0,0,0,0,0,2,16,1,32,3000
0,25,9,10,1,0,1,0,1,0,0,1,0,0,0,0,0,2,8,0,25,4000
1,19,9,16,1,0,1,0,1,0,1,2,0,0,0,0,0,2,8,0,25,1800
0,70,9,8,1,0,5,0,4,0,1,1,0,0,0,0,0,2,7,0,70,4000
1,72,9,15,1,0,5,0,NA,0,1,2,0,0,0,0,0,2,7,0,70,NA
0,40,9,20,1,0,1,0,1,0,1,1,0,0,0,0,0,2,16,0,40,3000
1,40,9,20,1,0,1,0,4,0,1,2,0,0,0,0,0,2,16,0,40,1000
0,84,9,10,1,0,5,0,NA,0,1,1,0,0,0,0,0,2,8,0,84,NA
1,67,9,12,1,0,5,0,NA,0,1,2,0,0,0,0,0,2,8,0,84,NA
1,97,9,10,1,0,4,0,NA,0,1,1,0,0,0,0,0,4,5,1,97,NA
1,70,9,15,1,0,3,0,NA,0,1,3,0,0,0,0,0,4,5,1,97,NA
0,37,9,20,1,10.4166666666667,2,0,1,0,1,4,1,0,0,0,9.41666666666667,4,5,1,97,NA
1,24,9,18,1,3,6,0,NA,0,1,4,0,0,0,0,3,4,5,1,97,NA
0,47,9,22,1,0,5,1,1,0,1,1,0,0,0,0,0,3,17,0,47,1875
1,41,9,22,1,0,5,0,1,0,1,2,0,0,0,0,0,3,17,0,47,4500
0,36,9,20,1,0,5,0,1,0,1,1,0,0,0,0,0,2,16,0,36,3750
1,30,9,22,1,0,6,0,1,0,1,2,0,0,0,0,0,2,16,0,36,2500
0,36,9,14,1,0,6,0,1,0,0,1,0,0,0,0,0,1,13,0,36,1750
1,38,9,20,1,0,6,0,1,0,1,1,0,0,0,0,0,1,16,1,38,NA
1,71,9,24,1,0,2,0,4,0,1,1,0,0,0,0,0,2,20,1,71,NA
0,44,9,22,1,0,6,0,1,0,1,3,0,0,0,0,0,2,20,1,71,NA
0,59,9,15,1,0,5,0,1,0,0,1,0,0,0,0,0,2,12,0,59,NA
1,58,9,18,1,0,5,0,NA,0,0,2,0,0,0,0,0,2,12,0,59,NA
1,67,9,16,1,0,2,0,4,0,1,1,0,0,0,0,0,4,14,1,67,100
1,44,9,17,1,1.83333333333333,6,0,2,0,0,3,1.83333333333333,0,0,0,0,4,14,1,67,NA
0,37,9,20,1,2,6,0,4,0,0,3,2,0,0,0,0,4,14,1,67,2000
1,31,9,18,1,0,6,0,4,0,0,1,0,0,0,0,0,1,15,1,31,NA
0,39,9,20,1,0,5,1,1,0,1,1,0,0,0,0,0,3,18,0,39,2000
1,39,9,20,1,0,5,0,1,0,1,2,0,0,0,0,0,3,18,0,39,NA
0,48,9,20,1,0,6,0,NA,0,0,1,0,0,0,0,0,1,16,0,48,NA
0,59,9,22,1,0,6,0,4,0,0,1,0,0,0,0,0,1,17,0,59,NA
0,19,9,14,1,0,6,0,NA,0,1,1,0,0,0,0,0,1,13,0,19,NA
0,23,9,18,1,0,6,0,NA,0,1,1,0,0,0,0,0,1,15,0,23,NA
0,44,9,20,1,0,5,0,4,0,0,1,0,0,0,0,0,2,16,0,44,NA
1,43,9,15,1,0,5,1,1,0,1,2,0,0,0,0,0,2,16,0,44,NA
0,71,9,18,1,0,3,0,4,0,1,1,0,0,0,0,0,1,17,0,71,1500
0,72,9,18,1,0,5,0,NA,0,1,1,0,0,0,0,0,2,15,0,72,NA
1,62,9,15,1,0,5,0,NA,0,1,2,0,0,0,0,0,2,15,0,72,NA
1,55,9,20,1,0,1,0,5,0,0,1,0,0,0,0,0,2,18,1,55,12500
0,65,9,18,1,0,1,0,NA,0,0,2,0,0,0,0,0,2,18,1,55,NA
1,28,9,20,1,0,6,0,1,0,1,1,0,0,0,0,0,1,18,1,28,7000
0,31,9,22,1,43.8333333333333,1,0,1,0,1,1,0.833333333333333,0,22,0,21,3,17,0,31,6250
1,35,9,20,1,125.333333333333,1,0,1,0,1,2,2,0,37,0.333333333333333,86,3,17,0,31,2500
0,48,9,12,1,0,2,0,1,0,1,1,0,0,0,0,0,3,9,0,48,3750
0,57,9,20,1,0,4,0,1,0,1,1,0,0,0,0,0,4,16,0,57,5000
1,32,9,18,1,0,3,1,4,0,1,3,0,0,0,0,0,4,16,0,57,2000
0,12,9,12,1,0,6,0,NA,0,1,4,0,0,0,0,0,4,16,0,57,NA
1,37,9,14,1,0,6,0,1,0,1,1,0,0,0,0,0,1,13,1,37,1400
1,67,9,20,1,0,6,0,NA,0,1,1,0,0,0,0,0,3,16,1,67,NA
0,32,9,15,1,33,6,1,1,0,1,3,0,0,0,0,33,3,16,1,67,3000
1,28,9,15,1,21,6,0,1,0,1,3,0,0,0,0,21,3,16,1,67,900
1,43,9,10,1,0,1,1,1,0,1,1,0,0,0,0,0,2,8,1,43,1500
0,43,9,10,1,0,1,1,4,0,0,2,0,0,0,0,0,2,8,1,43,1000
0,48,9,13,1,0,5,0,4,0,1,1,0,0,0,0,0,3,11,0,48,1700
1,45,9,12,1,0,6,1,1,0,1,7,0,0,0,0,0,3,11,0,48,1000
0,60,9,10,1,0,5,0,4,0,1,1,0,0,0,0,0,3,8,0,60,500
1,55,9,12,1,91,5,1,2,0,1,2,11,0,0,0,80,3,8,0,60,NA
0,30,9,12,1,0.166666666666667,6,0,1,0,1,3,0,0,0,0,0.166666666666667,3,8,0,60,1500
1,42,9,20,1,0,6,0,1,0,1,1,0,0,0,0,0,2,16,1,42,3500
1,53,9,18,1,0,1,0,1,0,1,1,0,0,0,0,0,3,15,1,53,2250
1,20,9,18,1,0,6,0,NA,0,1,3,0,0,0,0,0,3,15,1,53,NA
1,14,9,10,1,0,6,0,NA,0,1,3,0,0,0,0,0,3,15,1,53,NA
0,37,9,22,1,0,6,0,1,0,1,1,0,0,0,0,0,1,17,0,37,8750
0,35,9,22,1,0,2,0,1,0,1,1,0,0,0,0,0,1,19,0,35,6500
0,61,9,22,1,0,5,0,4,0,1,1,0,0,0,0,0,2,17,0,61,9000
1,61,9,22,1,0,5,0,NA,0,1,2,0,0,0,0,0,2,17,0,61,NA
0,72,9,22,1,0,1,1,NA,0,1,1,0,0,0,0,0,2,17,0,72,NA
1,56,9,20,1,0,1,1,2,0,0,2,0,0,0,0,0,2,17,0,72,NA
0,62,9,22,1,0,5,0,1,0,1,1,0,0,0,0,0,4,17,0,62,3500
1,58,9,22,1,0,5,0,1,0,1,2,0,0,0,0,0,4,17,0,62,3000
0,38,9,20,1,0,6,0,1,0,0,3,0,0,0,0,0,4,17,0,62,3000
0,33,9,18,1,0,6,0,1,0,0,3,0,0,0,0,0,4,17,0,62,2500
1,38,9,22,1,0,2,0,5,0,1,1,0,0,0,0,0,2,17,1,38,9000
0,65,9,20,1,0,5,0,NA,1,1,1,0,0,0,0,0,4,16,0,65,NA
1,50,9,15,1,0,5,0,NA,0,1,2,0,0,0,0,0,4,16,0,65,NA
0,30,9,18,1,0,2,0,1,0,0,3,0,0,0,0,0,4,16,0,65,2000
1,52,9,12,1,0,2,0,NA,0,0,1,0,0,0,0,0,2,9,1,52,NA
0,27,9,18,1,0,6,0,NA,0,1,3,0,0,0,0,0,2,9,1,52,NA
0,56,9,20,1,0,5,0,4,0,0,1,0,0,0,0,0,4,18,0,56,8000
1,56,9,20,1,0,5,0,1,0,1,2,0,0,0,0,0,4,18,0,56,8000
0,26,9,18,1,0,6,0,1,0,0,3,0,0,0,0,0,4,18,0,56,3000
0,22,9,15,1,0,6,0,4,0,0,3,0,0,0,0,0,4,18,0,56,1500
1,55,9,12,1,0,2,0,1,0,1,1,0,0,0,0,0,1,9,1,55,2000
0,72,9,15,1,0,1,0,1,0,1,1,0,0,0,0,0,3,12,0,72,1000
1,66,9,15,1,0,1,0,NA,0,1,2,0,0,0,0,0,3,12,0,72,NA
1,42,9,14,1,0.416666666666667,3,0,4,0,0,3,0,0,0,0,0.416666666666667,3,12,0,72,500
0,32,9,11,1,0,2,0,1,0,1,1,0,0,0,0,0,1,10,0,32,3000
1,70,9,0,1,0,4,1,NA,0,0,1,0,0,0,0,0,3,0,1,70,NA
1,27,9,18,1,0,6,1,1,0,0,7,0,0,0,0,0,3,0,1,70,1200
1,20,9,15,1,0,6,1,1,0,0,7,0,0,0,0,0,3,0,1,70,500
0,53,9,10,1,6.5,5,1,4,0,0,1,3,0,0,0,3.5,4,8,0,53,1500
1,45,9,12,1,0,5,1,NA,0,0,2,0,0,0,0,0,4,8,0,53,NA
0,21,9,13,1,0.5,6,0,1,0,0,3,0,0,0,0.5,0,4,8,0,53,1200
1,15,9,12,1,0,6,0,NA,0,0,3,0,0,0,0,0,4,8,0,53,NA
1,27,9,20,1,0,1,0,4,0,1,1,0,0,0,0,0,2,18,1,27,1500
0,29,9,20,1,0,1,0,4,0,0,2,0,0,0,0,0,2,18,1,27,1500
0,64,9,13,1,70,4,1,NA,0,1,1,0,30,40,0,0,4,11,0,64,NA
0,32,9,11,1,0,6,0,1,0,1,3,0,0,0,0,0,4,11,0,64,NA
0,29,9,11,1,8,6,0,1,0,1,3,0,0,0,0,8,4,11,0,64,1150
0,80,9,12,1,0,5,1,NA,0,1,1,0,0,0,0,0,2,9,0,80,NA
1,73,9,12,1,0,5,1,NA,0,1,2,0,0,0,0,0,2,9,0,80,NA
0,30,9,13,1,0,6,0,1,0,1,1,0,0,0,0,0,1,11,0,30,1500
0,33,9,20,1,0,5,0,1,0,1,1,0,0,0,0,0,3,16,0,33,3750
1,32,9,22,1,0,5,0,4,0,1,2,0,0,0,0,0,3,16,0,33,2500
1,13,9,8,1,0,6,0,NA,0,1,3,0,0,0,0,0,3,16,0,33,NA
1,56,9,15,1,0,2,1,4,0,0,1,0,0,0,0,0,1,12,1,56,450
1,59,9,12,1,0,2,0,NA,0,1,1,0,0,0,0,0,1,6,1,59,NA
0,75,9,15,1,1,5,0,NA,0,1,1,1,0,0,0,0,2,12,0,75,NA
1,74,9,12,1,0,5,0,NA,0,1,2,0,0,0,0,0,2,12,0,75,NA
0,43,9,11,1,0,3,0,1,0,0,1,0,0,0,0,0,2,10,0,43,1200
0,16,9,12,1,0,6,0,NA,0,0,3,0,0,0,0,0,2,10,0,43,NA
0,65,9,15,1,0,1,1,1,0,1,1,0,0,0,0,0,3,12,0,65,4750
1,41,9,12,1,0,1,1,2,0,1,2,0,0,0,0,0,3,12,0,65,NA
0,14,9,10,1,0,6,1,NA,0,1,8,0,0,0,0,0,3,12,0,65,NA
0,29,9,15,1,0,6,0,2,0,0,1,0,0,0,0,0,1,12,0,29,NA
0,36,9,15,1,18.5833333333333,6,0,NA,0,0,3,0,0,14,0,4.58333333333333,2,9,1,67,NA
1,67,9,12,1,0,3,0,NA,0,1,1,0,0,0,0,0,2,9,1,67,NA
1,44,9,20,1,0,6,0,1,0,1,1,0,0,0,0,0,1,18,1,44,3000
0,28,9,22,1,0,6,0,1,0,1,1,0,0,0,0,0,1,17,0,28,1800
1,46,9,20,1,0,1,0,1,0,1,1,0,0,0,0,0,2,16,1,46,2250
0,45,9,22,1,0,1,0,1,0,1,2,0,0,0,0,0,2,16,1,46,3500
1,73,9,20,1,0,5,0,NA,0,0,1,0,0,0,0,0,1,16,1,73,NA
1,46,9,20,1,0,6,0,1,0,1,1,0,0,0,0,0,2,16,1,46,7500
1,16,9,13,1,0,6,0,NA,0,1,3,0,0,0,0,0,2,16,1,46,NA
1,45,9,22,1,0,5,0,4,0,1,1,0,0,0,0,0,1,17,1,45,NA
1,81,9,20,1,0,4,0,NA,0,1,1,0,0,0,0,0,4,16,1,81,NA
0,54,9,20,1,0,6,0,1,0,1,3,0,0,0,0,0,4,16,1,81,NA
1,50,9,20,1,0,6,0,1,0,1,3,0,0,0,0,0,4,16,1,81,2500
1,48,9,20,1,0,6,0,4,0,1,3,0,0,0,0,0,4,16,1,81,NA
1,70,9,15,1,0,3,0,1,0,1,1,0,0,0,0,0,1,12,1,70,NA
0,45,9,15,1,0,5,0,4,0,0,1,0,0,0,0,0,4,12,0,45,2500
1,45,9,12,1,0,5,1,4,0,0,2,0,0,0,0,0,4,12,0,45,750
1,19,9,15,1,0,6,1,2,0,0,3,0,0,0,0,0,4,12,0,45,NA
1,14,9,10,1,0,6,0,2,0,0,3,0,0,0,0,0,4,12,0,45,NA
0,43,9,13,1,0,6,0,4,0,0,1,0,0,0,0,0,1,11,0,43,1000
1,80,9,12,1,0,4,0,NA,0,1,1,0,0,0,0,0,2,6,1,80,NA
1,49,9,16,1,2.5,6,0,1,0,0,3,0,0,0,0,2.5,2,6,1,80,1500
1,65,9,15,1,0,5,0,NA,0,1,1,0,0,0,0,0,3,12,1,65,NA
0,67,9,20,1,12,5,0,4,0,1,2,0,0,0,0,12,3,12,1,65,4500
0,35,9,22,1,2,6,0,1,0,1,3,0,0,0,0,2,3,12,1,65,12500
1,35,9,20,1,0,6,0,1,0,1,1,0,0,0,0,0,1,16,1,35,7500
0,69,9,22,1,0,6,0,NA,0,1,1,0,0,0,0,0,1,17,0,69,NA
1,32,9,12,1,15.5,1,1,1,0,1,1,3,0,0,0,12.5,4,9,1,32,2000
0,29,9,12,1,0,1,0,1,0,0,2,0,0,0,0,0,4,9,1,32,3000
0,62,9,12,1,0,3,1,NA,0,1,6,0,0,0,0,0,4,9,1,32,NA
0,93,9,0,1,0,4,0,NA,0,1,7,0,0,0,0,0,4,9,1,32,NA
0,33,9,22,1,0,6,0,1,0,1,1,0,0,0,0,0,1,17,0,33,5000
0,47,9,16,1,0,2,0,NA,0,0,1,0,0,0,0,0,1,14,0,47,NA
1,29,9,20,1,0,6,0,4,0,0,1,0,0,0,0,0,1,16,1,29,1500
0,28,9,20,1,0,6,0,1,0,0,1,0,0,0,0,0,1,16,0,28,NA
1,31,9,20,1,0,6,0,1,0,0,1,0,0,0,0,0,3,18,1,31,2000
0,28,9,20,1,0,6,0,1,0,1,8,0,0,0,0,0,3,18,1,31,NA
0,28,9,20,1,0,6,0,1,0,1,8,0,0,0,0,0,3,18,1,31,NA
1,45,9,20,1,0,6,1,4,0,0,1,0,0,0,0,0,1,16,1,45,1250
0,52,9,15,1,0,1,0,1,0,1,1,0,0,0,0,0,3,12,0,52,1750
1,47,9,15,1,0,1,1,1,0,1,2,0,0,0,0,0,3,12,0,52,1500
0,13,9,8,1,0,6,0,NA,0,1,3,0,0,0,0,0,3,12,0,52,NA
0,54,9,20,1,0,6,0,1,0,1,1,0,0,0,0,0,1,16,0,54,15000
1,69,9,20,1,0,2,0,NA,0,1,1,0,0,0,0,0,1,16,1,69,NA
0,34,9,16,1,0,6,0,1,0,1,1,0,0,0,0,0,2,14,0,34,5000
0,32,9,20,1,0,6,0,1,0,1,8,0,0,0,0,0,2,14,0,34,NA
1,50,9,20,1,0,4,1,1,0,1,1,0,0,0,0,0,3,16,1,50,2250
1,24,9,20,1,0,6,0,NA,0,1,3,0,0,0,0,0,3,16,1,50,NA
1,50,9,20,1,0,6,1,1,0,1,1,0,0,0,0,0,4,16,1,50,NA
1,23,9,15,1,0,6,1,1,0,0,3,0,0,0,0,0,4,16,1,50,1500
1,20,9,14,1,0,6,1,NA,0,1,3,0,0,0,0,0,4,16,1,50,NA
1,64,9,11,1,0,3,0,NA,0,1,7,0,0,0,0,0,4,16,1,50,NA
0,43,9,15,1,0,6,0,1,0,1,1,0,0,0,0,0,1,12,0,43,2000
1,19,9,15,1,0,6,0,1,0,0,1,0,0,0,0,0,2,12,1,19,NA
0,20,9,15,1,0,6,0,NA,0,0,7,0,0,0,0,0,2,12,1,19,NA
1,58,9,20,1,0,6,0,NA,0,0,1,0,0,0,0,0,1,16,1,58,NA
0,33,9,18,1,0,1,0,1,0,1,1,0,0,0,0,0,2,17,0,33,NA
1,32,9,20,1,0,1,0,1,0,1,2,0,0,0,0,0,2,17,0,33,NA
0,65,9,18,1,0,4,1,NA,0,1,1,0,0,0,0,0,1,15,0,65,NA
1,86,9,0,1,0,4,0,NA,0,1,1,0,0,0,0,0,3,0,1,86,NA
1,59,9,20,1,17,4,0,1,0,0,3,0,0,0,0,17,3,0,1,86,1500
1,23,9,18,1,14,6,0,1,0,0,4,0,0,0,0,14,3,0,1,86,NA
0,60,9,20,1,0,5,0,5,0,1,1,0,0,0,0,0,2,18,0,60,NA
1,57,9,15,1,54,5,0,4,0,1,2,1,0,0,0,53,2,18,0,60,NA
1,48,9,12,1,0,4,1,1,0,1,1,0,0,0,0,0,5,6,1,48,1500
0,24,9,8,1,0,6,1,1,0,1,3,0,0,0,0,0,5,6,1,48,1200
0,32,9,11,1,0,6,0,1,0,1,3,0,0,0,0,0,5,6,1,48,1500
0,23,9,10,1,0,6,0,1,0,1,3,0,0,0,0,0,5,6,1,48,1350
1,20,9,11,1,0,6,0,1,0,1,3,0,0,0,0,0,5,6,1,48,1200
0,67,9,12,1,14,5,1,1,0,1,1,0,0,0,0,14,5,6,0,67,500
1,61,9,12,1,0,5,1,4,0,1,2,0,0,0,0,0,5,6,0,67,700
1,32,9,12,1,0,6,0,NA,0,1,3,0,0,0,0,0,5,6,0,67,NA
0,13,9,8,1,14,6,0,NA,0,1,4,0,0,0,0,14,5,6,0,67,NA
0,55,9,12,1,5,5,0,1,0,1,1,5,0,0,0,0,3,6,0,55,1500
1,61,9,20,1,0,5,1,1,0,1,2,0,0,0,0,0,3,6,0,55,1750
0,26,9,20,1,0,6,0,4,0,1,3,0,0,0,0,0,3,6,0,55,300
1,59,9,12,1,0,6,0,4,0,1,1,0,0,0,0,0,1,9,1,59,70
1,80,9,12,1,0,2,1,NA,0,1,1,0,0,0,0,0,1,6,1,80,NA
1,38,9,12,1,0,2,0,1,0,0,1,0,0,0,0,0,4,6,1,38,1000
1,16,9,12,1,0,6,0,2,0,0,3,0,0,0,0,0,4,6,1,38,NA
1,15,9,8,1,0,6,0,2,0,0,3,0,0,0,0,0,4,6,1,38,NA
0,70,9,15,1,0,5,0,NA,0,1,1,0,0,0,0,0,4,12,0,70,NA
1,64,9,4,1,0,5,0,1,0,1,2,0,0,0,0,0,4,12,0,70,NA
0,17,9,11,1,0,6,0,NA,0,1,3,0,0,0,0,0,4,12,0,70,NA
0,39,9,10,1,0,1,1,4,0,1,1,0,0,0,0,0,6,5,0,39,1500
1,35,9,12,1,0,1,0,1,0,1,2,0,0,0,0,0,6,5,0,39,1500
1,45,9,0,1,0,6,0,4,0,1,7,0,0,0,0,0,6,5,0,39,1000
1,21,9,0,1,0,6,0,1,0,1,3,0,0,0,0,0,6,5,0,39,1000
0,17,9,8,1,0,6,1,1,0,1,3,0,0,0,0,0,6,5,0,39,1200
1,18,9,0,1,0,6,0,1,0,1,3,0,0,0,0,0,6,5,0,39,NA
1,72,9,8,1,10,6,1,4,0,1,1,0,0,0,0,10,3,4,1,72,1500
1,66,9,12,1,0,4,0,2,0,1,7,0,0,0,0,0,3,4,1,72,NA
1,50,9,15,1,0,6,1,1,0,1,7,0,0,0,0,0,3,4,1,72,300
1,55,9,8,1,0,2,1,4,0,1,1,0,0,0,0,0,3,4,1,55,150
1,24,9,11,1,0,6,0,1,0,1,3,0,0,0,0,0,3,4,1,55,1500
0,65,9,12,1,2,5,1,NA,0,1,1,0,0,2,0,0,5,6,0,65,NA
1,58,9,12,1,31.8333333333333,5,0,NA,0,0,2,0.833333333333333,0,28,0,3,5,6,0,65,NA
1,30,9,15,1,2,6,0,1,0,0,3,0,0,0,2,0,5,6,0,65,1400
0,40,9,12,1,0,6,1,1,0,0,1,0,0,0,0,0,1,9,0,40,1500
1,77,9,6,1,62.75,5,1,NA,0,1,1,10,0,43.75,0,9,3,3,1,77,NA
0,83,9,6,1,0,5,0,NA,0,1,2,0,0,0,0,0,3,3,1,77,NA
0,44,9,15,1,10,2,0,1,0,0,3,10,0,0,0,0,3,3,1,77,1750
1,40,9,15,1,6,6,1,1,0,0,3,0,0,0,0,6,2,6,0,81,1500
0,81,9,12,1,0,4,0,NA,0,1,1,0,0,0,0,0,2,6,0,81,NA
0,42,9,8,1,0,5,1,4,0,0,1,0,0,0,0,0,5,7,0,42,1000
1,40,9,12,1,0,5,0,2,0,1,2,0,0,0,0,0,5,7,0,42,NA
0,33,9,16,1,5,6,0,1,0,1,1,5,0,0,0,0,3,14,0,33,2250
1,68,9,12,1,0,6,1,NA,0,1,6,0,0,0,0,0,3,14,0,33,NA
1,82,9,12,1,0,4,0,NA,0,1,7,0,0,0,0,0,3,14,0,33,NA
0,58,9,15,1,0,2,0,1,0,1,1,0,0,0,0,0,1,12,0,58,2750
0,60,9,20,1,0,5,0,4,0,0,1,0,0,0,0,0,2,16,0,60,1500
1,59,9,20,1,0,5,0,4,0,0,2,0,0,0,0,0,2,16,0,60,2000
0,41,9,16,1,0,5,0,1,0,1,1,0,0,0,0,0,4,14,0,41,7000
1,43,9,20,1,0,5,1,1,0,1,2,0,0,0,0,0,4,14,0,41,3750
0,14,9,8,1,0,6,1,NA,0,1,3,0,0,0,0,0,4,14,0,41,NA
